"Station ID","Date","Observer","Scope?","Secchi Depth","Conditions"
"LPSJR431",2/25/1997 13:30:00,"BV",0,8.60,"G"
"LPSJR431",2/25/1997 13:30:00,"KB",1,10.10,"F"
"LPSJR431",2/25/1997 13:30:00,"KB",0,8.50,"F"
"LPCR1001",2/25/1997 16:05:00,"KB",1,12.10,"E"
"LPCR1001",2/25/1997 16:05:00,"KB",0,10.50,"E"
"LPCR1001",2/25/1997 16:05:00,"SH",1,12.57,"E"
"LPCR1001",2/25/1997 16:05:00,"SH",0,11.40,"E"
"LPCR0024",3/19/1997 16:00:00,"AA",0,13.70,
"LPCR0024",3/19/1997 16:00:00,"KB",1,14.50,"E"
"LPCR0024",3/19/1997 16:00:00,"KB",0,13.70,"E"
"LPCR0024",4/30/1997 12:00:00,"BV",1,6.70,"E"
"LPCR0024",4/30/1997 12:00:00,"BV",0,5.80,"E"
"LPCR0024",6/3/1997 11:30:00,"SH",1,8.90,"F"
"LPCR0024",6/3/1997 11:30:00,"SH",0,6.50,"F"
"LPCR0024",6/3/1997 11:30:00,"SM",1,7.40,"P"
"LPCR0024",6/3/1997 11:30:00,"SM",0,5.90,"P"
"LPCR0453",6/3/1997 15:45:00,"SH",1,7.90,"G"
"LPCR0453",6/3/1997 15:45:00,"SH",0,6.80,"G"
"LPCR0453",6/3/1997 15:45:00,"SM",1,7.56,"F"
"LPCR0453",6/3/1997 15:45:00,"SM",0,6.10,"F"
"LPCR0905",6/4/1997 9:00:00,"SH",1,7.50,"F"
"LPCR0905",6/4/1997 9:00:00,"SH",0,6.85,"F"
"LPCR0905",6/4/1997 9:00:00,"ST",1,6.50,"F"
"LPCR0905",6/4/1997 9:00:00,"ST",0,5.50,"F"
"LPCR1169",6/4/1997 11:30:00,"SH",1,6.90,"F"
"LPCR1169",6/4/1997 11:30:00,"SM",1,6.15,"F"
"LPCR1169",6/4/1997 11:30:00,"SM",0,5.10,"F"
"LPESC072",6/4/1997 13:30:00,"SH",1,8.35,
"LPESC072",6/4/1997 13:30:00,"SH",0,7.60,
"LPESC072",6/4/1997 13:30:00,"ST",1,7.20,
"LPESC072",6/4/1997 13:30:00,"ST",0,6.90,
"LPESC119",6/4/1997 14:50:00,"RR",1,8.80,"G"
"LPESC119",6/4/1997 14:50:00,"RR",0,7.80,"G"
"LPESC119",6/4/1997 14:50:00,"SH",1,8.60,"G"
"LPESC119",6/4/1997 14:50:00,"SH",0,7.60,"G"
"LPESC273",6/4/1997 16:33:00,"SH",1,8.95,
"LPESC273",6/4/1997 16:33:00,"SH",0,7.50,
"LPESC273",6/4/1997 16:33:00,"SM",1,8.00,
"LPESC273",6/4/1997 16:33:00,"SM",0,7.80,
"LPESC357",6/4/1997 17:40:00,"MV",0,0.20,"G"
"LPESC357",6/4/1997 17:40:00,"ST",0,0.20,"G"
"LPCR1395",6/5/1997 7:00:00,"RR",1,7.30,
"LPCR1395",6/5/1997 7:00:00,"RR",0,6.60,
"LPCR1395",6/5/1997 7:00:00,"ST",1,6.60,
"LPCR1395",6/5/1997 7:00:00,"ST",0,6.30,
"LPCR1587",6/5/1997 8:45:00,"RR",1,5.80,"G"
"LPCR1587",6/5/1997 8:45:00,"RR",0,4.30,"G"
"LPCR1587",6/5/1997 8:45:00,"SH",1,6.00,"G"
"LPCR1587",6/5/1997 8:45:00,"SH",0,4.70,"G"
"LPCR1587",6/5/1997 8:45:00,"SM",1,5.20,"G"
"LPCR1587",6/5/1997 8:45:00,"SM",0,4.10,"G"
"LPCR1692",6/5/1997 10:15:00,"RR",1,5.40,
"LPCR1692",6/5/1997 10:15:00,"RR",0,4.90,
"LPCR1692",6/5/1997 10:15:00,"ST",1,5.30,
"LPCR1692",6/5/1997 10:15:00,"ST",0,4.50,
"LPCR1772",6/5/1997 13:40:00,"SH",1,3.90,"P"
"LPCR1772",6/5/1997 13:40:00,"SH",0,2.90,"P"
"LPCR1772",6/5/1997 13:40:00,"SM",1,3.80,"P"
"LPCR1772",6/5/1997 13:40:00,"SM",0,2.90,"P"
"LPCR1933",6/5/1997 15:30:00,"RR",1,3.90,
"LPCR1933",6/5/1997 15:30:00,"RR",0,2.60,
"LPCR1933",6/5/1997 15:30:00,"ST",1,3.30,
"LPCR1933",6/5/1997 15:30:00,"ST",0,2.60,
"LPCR2085",6/6/1997 6:45:00,"SH",1,2.30,"G"
"LPCR2085",6/6/1997 6:45:00,"SH",0,1.90,"G"
"LPCR2085",6/6/1997 6:45:00,"SM",1,2.20,"G"
"LPCR2085",6/6/1997 6:45:00,"SM",0,1.90,"G"
"LPCR2255",6/6/1997 8:45:00,"MV",0,0.80,"E"
"LPCR2255",6/6/1997 8:45:00,"RR",0,0.80,"E"
"LPCR2255",6/6/1997 8:45:00,"SH",0,0.80,"E"
"LPCR2387",6/6/1997 10:15:00,"SH",0,0.20,"P"
"LPCR2387",6/6/1997 10:15:00,"ST",0,0.20,"P"
"LPCR2483",6/6/1997 11:40:00,"SH",0,0.11,"P"
"LPCR2483",6/6/1997 11:40:00,"SM",0,0.20,"P"
"LPCR2521",6/6/1997 12:27:00,"RR",0,1.00,"F"
"LPCR2521",6/6/1997 12:27:00,"SH",0,0.90,"F"
"LPCR1001",6/7/1997 8:15:00,"RR",1,6.60,"G"
"LPCR1001",6/7/1997 8:15:00,"RR",0,5.20,"G"
"LPCR1001",6/7/1997 8:15:00,"ST",1,6.10,"G"
"LPCR1001",6/7/1997 8:15:00,"ST",0,5.40,"G"
"LPSJR193",6/7/1997 10:30:00,"RR",1,5.70,"F"
"LPSJR193",6/7/1997 10:30:00,"RR",0,4.30,"F"
"LPSJR193",6/7/1997 10:30:00,"SH",1,5.90,"G"
"LPSJR193",6/7/1997 10:30:00,"SH",0,5.20,"G"
"LPSJR329",6/7/1997 12:30:00,"MV",1,3.60,"F"
"LPSJR329",6/7/1997 12:30:00,"MV",0,3.40,"F"
"LPSJR329",6/7/1997 12:30:00,"RR",1,4.40,"F"
"LPSJR329",6/7/1997 12:30:00,"RR",0,3.40,"F"
"LPSJR431",6/7/1997 13:50:00,"MV",1,2.50,"F"
"LPSJR431",6/7/1997 13:50:00,"MV",0,2.00,"F"
"LPSJR431",6/7/1997 13:50:00,"SM",1,2.90,"F"
"LPSJR431",6/7/1997 13:50:00,"SM",0,2.50,"F"
"LPSJR625",6/7/1997 16:20:00,"RR",1,1.20,"F"
"LPSJR625",6/7/1997 16:20:00,"RR",0,1.10,"F"
"LPSJR625",6/7/1997 16:20:00,"SH",0,1.08,"F"
"LPSJR625",6/7/1997 16:20:00,"ST",1,1.20,"F"
"LPSJR625",6/7/1997 16:20:00,"ST",0,1.10,"F"
"LPSJR730",6/7/1997 17:30:00,"MV",0,0.90,"F"
"LPSJR730",6/7/1997 17:30:00,"RR",0,0.42,"F"
"LPSJR730",6/7/1997 17:30:00,"SH",0,0.50,"F"
"LPNAV124",6/9/1997 9:15:00,"RR",1,12.00,"G"
"LPNAV124",6/9/1997 9:15:00,"RR",0,11.70,"G"
"LPNAV124",6/9/1997 9:15:00,"SH",1,12.00,"G"
"LPNAV124",6/9/1997 9:15:00,"SH",0,11.10,"G"
"LPCR0024",7/8/1997 9:00:00,"DT",1,4.80,"E"
"LPCR0024",7/8/1997 9:00:00,"DT",0,4.60,"E"
"LPCR0024",7/8/1997 9:00:00,"SH",1,5.35,"E"
"LPCR0024",7/8/1997 9:00:00,"SH",0,5.00,"E"
"LPCR0024",8/13/1997 12:30:00,"SH",1,8.45,"F"
"LPCR0024",8/13/1997 12:30:00,"SH",0,6.80,"F"
"LPCR0024",8/13/1997 12:30:00,"SM",1,7.00,"F"
"LPCR0024",8/13/1997 12:30:00,"SM",0,6.10,"F"
"LPCR0024",9/24/1997 12:00:00,"KB",1,12.40,"G"
"LPCR0024",9/24/1997 12:00:00,"KB",0,10.90,"G"
"LPCR0024",9/24/1997 12:00:00,"LB",1,11.40,"G"
"LPCR0024",9/24/1997 12:00:00,"LB",0,10.30,"G"
"LPCR0024",9/24/1997 12:00:00,"SH",1,12.50,"G"
"LPCR0024",9/24/1997 12:00:00,"SH",0,11.30,"G"
"LPCR0453",9/24/1997 15:30:00,"KB",1,8.10,"G"
"LPCR0453",9/24/1997 15:30:00,"KB",0,7.80,"G"
"LPCR0453",9/24/1997 15:30:00,"LB",1,8.20,"G"
"LPCR0453",9/24/1997 15:30:00,"LB",0,7.00,"G"
"LPCR0453",9/24/1997 15:30:00,"SH",1,8.40,"G"
"LPCR0453",9/24/1997 15:30:00,"SH",0,7.50,"G"
"LPCR0905",9/25/1997 9:30:00,"SH",1,8.00,"F"
"LPCR0905",9/25/1997 9:30:00,"SH",0,5.30,"F"
"LPCR1169",9/25/1997 12:45:00,"AA",1,7.00,"F"
"LPCR1169",9/25/1997 12:45:00,"AA",0,6.30,"F"
"LPESC370",9/25/1997 14:50:00,"AA",0,0.63,
"LPESC370",9/25/1997 14:50:00,"LB",0,0.90,"G"
"LPESC305",9/25/1997 15:35:00,"CB",1,4.20,
"LPESC305",9/25/1997 15:35:00,"CB",0,3.00,
"LPESC200",9/25/1997 15:50:00,"CB",1,5.70,
"LPESC200",9/25/1997 15:50:00,"CB",0,4.70,
"LPESC072",9/25/1997 16:30:00,"KB",1,6.80,
"LPESC072",9/25/1997 16:30:00,"KB",0,5.80,
"LPESC072",9/25/1997 16:30:00,"LB",1,5.90,
"LPESC072",9/25/1997 16:30:00,"LB",0,6.80,
"LPCR1395",9/26/1997 7:45:00,"KB",1,6.50,"G"
"LPCR1395",9/26/1997 7:45:00,"KB",0,6.20,"G"
"LPCR1395",9/26/1997 7:45:00,"LB",1,7.30,"G"
"LPCR1395",9/26/1997 7:45:00,"LB",0,4.70,"G"
"LPCR1587",9/26/1997 8:20:00,"BV",0,4.90,"F"
"LPCR1587",9/26/1997 8:20:00,"RR",0,4.80,"P"
"LPCR1692",9/26/1997 9:45:00,"AA",0,4.40,"F"
"LPCR1692",9/26/1997 9:45:00,"BV",0,4.40,"F"
"LPCR1692",9/26/1997 9:45:00,"KB",1,6.10,"F"
"LPCR1692",9/26/1997 9:45:00,"KB",0,4.80,"F"
"LPCR1692",9/26/1997 9:45:00,"LB",1,6.70,"F"
"LPCR1692",9/26/1997 9:45:00,"LB",0,4.90,"F"
"LPCR1692",9/26/1997 9:45:00,"SH",1,6.10,"F"
"LPCR1692",9/26/1997 9:45:00,"SH",0,5.30,"F"
"LPCR1772",9/26/1997 13:20:00,"KB",1,6.80,
"LPCR1772",9/26/1997 13:20:00,"KB",0,5.30,
"LPCR1772",9/26/1997 13:20:00,"ML",1,6.85,
"LPCR1772",9/26/1997 13:20:00,"ML",0,4.40,
"LPCR1933",9/26/1997 15:30:00,"KB",1,6.00,"G"
"LPCR1933",9/26/1997 15:30:00,"KB",0,5.20,"G"
"LPCR1933",9/26/1997 15:30:00,"ML",1,5.90,"F"
"LPCR1933",9/26/1997 15:30:00,"ML",0,4.80,"F"
"LPCR1933",9/26/1997 15:30:00,"SH",1,6.60,"G"
"LPCR1933",9/26/1997 15:30:00,"SH",0,5.60,"G"
"LPCR2085",9/26/1997 16:00:00,"KB",1,4.90,"E"
"LPCR2085",9/26/1997 16:00:00,"KB",0,4.40,"E"
"LPCR2085",9/26/1997 16:00:00,"LB",1,4.70,"E"
"LPCR2085",9/26/1997 16:00:00,"LB",0,4.30,"E"
"LPCR2085",9/26/1997 16:00:00,"RR",0,4.20,"E"
"LPCR2085",9/26/1997 16:00:00,"SH",1,5.25,"E"
"LPCR2085",9/26/1997 16:00:00,"SH",0,4.90,"E"
"LPCR2255",9/27/1997 7:40:00,"BV",0,4.30,"G"
"LPCR2255",9/27/1997 7:40:00,"LB",0,4.30,"G"
"LPCR2483",9/27/1997 8:10:00,"ML",1,3.50,"G"
"LPCR2483",9/27/1997 8:10:00,"ML",0,2.90,"G"
"LPCR2483",9/27/1997 8:10:00,"SH",1,3.67,"G"
"LPCR2483",9/27/1997 8:10:00,"SH",0,3.60,"G"
"LPCR2387",9/27/1997 9:30:00,"KB",1,3.40,"E"
"LPCR2387",9/27/1997 9:30:00,"KB",0,3.20,"E"
"LPCR2387",9/27/1997 9:30:00,"ML",1,2.80,"E"
"LPCR2387",9/27/1997 9:30:00,"ML",0,2.80,"E"
"LPCR2387",9/27/1997 9:30:00,"RR",0,3.40,"E"
"LPCR2387",9/27/1997 9:30:00,"SH",1,3.30,"E"
"LPCR2387",9/27/1997 9:30:00,"SH",0,3.00,"E"
"LPCR2823",9/27/1997 11:30:00,"KB",0,0.11,
"LPCR2823",9/27/1997 11:30:00,"SH",0,0.09,
"LPSJR193",9/28/1997 9:30:00,"KB",1,6.90,"E"
"LPSJR193",9/28/1997 9:30:00,"KB",0,6.70,"E"
"LPSJR193",9/28/1997 9:30:00,"LB",1,6.80,"E"
"LPSJR193",9/28/1997 9:30:00,"LB",0,5.80,"E"
"LPSJR193",9/28/1997 9:30:00,"RR",0,6.60,"E"
"LPSJR193",9/28/1997 9:30:00,"SH",1,7.30,"E"
"LPSJR193",9/28/1997 9:30:00,"SH",0,6.95,"E"
"LPSJR329",9/28/1997 11:45:00,"BV",0,5.80,
"LPSJR329",9/28/1997 11:45:00,"RR",0,5.60,
"LPSJR625",9/28/1997 12:05:00,"KB",1,3.80,"F"
"LPSJR625",9/28/1997 12:05:00,"KB",0,3.50,"F"
"LPSJR625",9/28/1997 12:05:00,"LB",1,3.90,"F"
"LPSJR625",9/28/1997 12:05:00,"LB",0,3.10,"F"
"LPSJR831",9/28/1997 14:30:00,"KB",1,1.20,
"LPSJR831",9/28/1997 14:30:00,"KB",0,1.10,
"LPSJR831",9/28/1997 14:30:00,"LB",0,0.90,
"LPSJR831",9/28/1997 14:30:00,"SH",1,1.30,
"LPSJR831",9/28/1997 14:30:00,"SH",0,1.30,
"LPSJR431",9/28/1997 15:45:00,"KB",0,5.20,"F"
"LPSJR431",9/28/1997 15:45:00,"LB",1,5.00,"F"
"LPSJR431",9/28/1997 15:45:00,"LB",0,4.10,"F"
"LPSJR431",9/28/1997 15:45:00,"RR",0,5.40,"F"
"LPSJR431",9/28/1997 15:45:00,"SH",1,5.30,"F"
"LPSJR431",9/28/1997 15:45:00,"SH",0,5.30,"F"
"LPCR1001",9/29/1997 9:50:00,"RR",0,7.50,
"LPCR1001",9/29/1997 9:50:00,"SH",1,9.05,
"LPCR1001",9/29/1997 9:50:00,"SH",0,8.30,
"LPNAV124",9/29/1997 13:20:00,"RR",1,14.70,"G"
"LPNAV124",9/29/1997 13:20:00,"RR",0,11.40,"G"
"LPNAV124",9/29/1997 13:20:00,"SH",1,15.30,"G"
"LPNAV124",9/29/1997 13:20:00,"SH",0,13.50,"G"
"LPCR0024",11/13/1997 10:00:00,"AA",1,8.40,"E"
"LPCR0024",11/13/1997 10:00:00,"AA",0,7.80,"E"
"LPCR0024",11/13/1997 10:00:00,"BV",1,9.20,"E"
"LPCR0024",11/13/1997 10:00:00,"BV",0,8.70,"E"
"LPCR0024",11/13/1997 10:00:00,"LB",1,10.00,"E"
"LPCR0024",11/13/1997 10:00:00,"LB",0,9.80,"E"
"LPCR0024",11/13/1997 10:00:00,"SH",1,9.40,"E"
"LPCR0024",11/13/1997 10:00:00,"SH",0,9.20,"E"
"LPCR0905",12/11/1997 12:15:00,"SH",1,12.60,"F"
"LPCR0905",12/11/1997 12:15:00,"SH",0,8.50,"F"
"LPCR1169",12/11/1997 15:10:00,"RR",1,9.40,"F"
"LPCR1169",12/11/1997 15:10:00,"RR",0,6.60,"F"
"LPCR1169",12/11/1997 15:10:00,"SH",1,9.30,"F"
"LPCR1169",12/11/1997 15:10:00,"SH",0,6.40,"F"
"LPCR1465",12/12/1997 8:20:00,"RR",1,8.90,"F"
"LPCR1465",12/12/1997 8:20:00,"RR",0,6.10,"F"
"LPCR1465",12/12/1997 8:20:00,"SH",1,8.80,"F"
"LPCR1465",12/12/1997 8:20:00,"SH",0,6.60,"F"
"LPCR1692",12/12/1997 10:00:00,"KB",1,5.60,"F"
"LPCR1692",12/12/1997 10:00:00,"KB",0,5.10,"F"
"LPCR1692",12/12/1997 10:00:00,"RR",1,5.60,"F"
"LPCR1692",12/12/1997 10:00:00,"RR",0,4.70,"F"
"LPCR1692",12/12/1997 10:00:00,"SH",1,5.80,"F"
"LPCR1692",12/12/1997 10:00:00,"SH",0,5.80,"F"
"LPCR1772",12/12/1997 13:15:00,"RR",1,8.05,"G"
"LPCR1772",12/12/1997 13:15:00,"RR",0,7.10,"G"
"LPCR1772",12/12/1997 13:15:00,"SH",1,7.60,"E"
"LPCR1772",12/12/1997 13:15:00,"SH",0,7.60,"E"
"LPCR1933",12/12/1997 14:25:00,"RR",1,7.10,"G"
"LPCR1933",12/12/1997 14:25:00,"RR",0,6.40,"G"
"LPCR1933",12/12/1997 14:25:00,"SH",1,7.40,"G"
"LPCR1933",12/12/1997 14:25:00,"SH",0,6.45,"G"
"LPCR2618",12/12/1997 16:35:00,"KB",0,0.55,
"LPCR2618",12/12/1997 16:35:00,"RR",0,0.50,
"LPCR2618",12/12/1997 16:35:00,"SH",0,0.46,
"LPCR2483",12/13/1997 7:50:00,"RR",1,2.90,"F"
"LPCR2483",12/13/1997 7:50:00,"RR",0,2.05,"F"
"LPCR2483",12/13/1997 7:50:00,"SH",1,2.40,"F"
"LPCR2483",12/13/1997 7:50:00,"SH",0,2.10,"F"
"LPCR2387",12/13/1997 9:20:00,"RR",1,3.10,"F"
"LPCR2387",12/13/1997 9:20:00,"RR",0,2.20,"F"
"LPCR2387",12/13/1997 9:20:00,"SH",1,2.35,"P"
"LPCR2387",12/13/1997 9:20:00,"SH",0,2.05,"P"
"LPCR2255",12/13/1997 10:45:00,"RR",1,2.90,"F"
"LPCR2255",12/13/1997 10:45:00,"RR",0,2.60,"F"
"LPCR2255",12/13/1997 10:45:00,"SH",1,3.20,"F"
"LPCR2255",12/13/1997 10:45:00,"SH",0,3.05,"F"
"LPCR2085",12/13/1997 12:00:00,"RR",1,6.80,"F"
"LPCR2085",12/13/1997 12:00:00,"RR",0,4.60,"F"
"LPCR2085",12/13/1997 12:00:00,"SH",1,6.00,"F"
"LPCR2085",12/13/1997 12:00:00,"SH",0,5.50,"F"
"LPSJR193",12/13/1997 16:20:00,"KB",1,6.65,"G"
"LPSJR193",12/13/1997 16:20:00,"KB",0,6.50,"G"
"LPSJR193",12/13/1997 16:20:00,"SH",1,8.05,"F"
"LPSJR193",12/13/1997 16:20:00,"SH",0,6.70,"F"
"LPCR1001",12/14/1997 8:20:00,"RR",1,9.30,"F"
"LPCR1001",12/14/1997 8:20:00,"RR",0,7.40,"F"
"LPCR1001",12/14/1997 8:20:00,"SH",1,9.50,"F"
"LPCR1001",12/14/1997 8:20:00,"SH",0,8.20,"F"
"LPCR0453",12/14/1997 10:30:00,"KB",1,12.80,"G"
"LPCR0453",12/14/1997 10:30:00,"KB",0,10.50,"G"
"LPCR0453",12/14/1997 10:30:00,"RR",1,13.60,"G"
"LPCR0453",12/14/1997 10:30:00,"RR",0,11.10,"G"
"LPCR0453",12/14/1997 10:30:00,"SH",1,12.80,"G"
"LPCR0453",12/14/1997 10:30:00,"SH",0,11.50,"G"
"LPCR0024",12/14/1997 12:00:00,"RR",1,7.60,"F"
"LPCR0024",12/14/1997 12:00:00,"RR",0,6.70,"F"
"LPCR0024",12/14/1997 12:00:00,"SH",1,6.10,"F"
"LPCR0024",12/14/1997 12:00:00,"SH",0,6.15,"F"
"LPCR0024",1/23/1998 12:15:00,"SH",1,10.45,"E"
"LPCR0024",1/23/1998 12:15:00,"SH",0,9.75,"E"
"LPCR0024",2/27/1998 10:30:00,"KA",1,10.90,"F"
"LPCR0024",2/27/1998 10:30:00,"KA",0,9.50,"F"
"LPCR0024",2/27/1998 10:30:00,"SH",1,11.50,"F"
"LPCR0024",2/27/1998 10:30:00,"SH",0,7.90,"F"
"LPCR0453",2/27/1998 13:45:00,"RR",1,11.80,"F"
"LPCR0453",2/27/1998 13:45:00,"RR",0,10.60,"F"
"LPCR0453",2/27/1998 13:45:00,"SH",1,14.35,"F"
"LPCR0453",2/27/1998 13:45:00,"SH",0,10.10,"F"
"LPCR0905",2/27/1998 17:00:00,"KP",1,11.10,"F"
"LPCR0905",2/27/1998 17:00:00,"KP",0,7.60,"F"
"LPCR0905",2/27/1998 17:00:00,"SH",1,12.05,"F"
"LPCR0905",2/27/1998 17:00:00,"SH",0,7.90,"F"
"LPSJR193",2/28/1998 9:10:00,"NB",1,10.50,"F"
"LPSJR193",2/28/1998 9:10:00,"NB",0,9.70,"F"
"LPSJR193",2/28/1998 9:10:00,"SH",1,10.45,"F"
"LPSJR193",2/28/1998 9:10:00,"SH",0,9.10,"F"
"LPSJR329",2/28/1998 10:37:00,"AA",1,11.05,"F"
"LPSJR329",2/28/1998 10:37:00,"AA",0,10.10,"F"
"LPSJR329",2/28/1998 10:37:00,"KB",1,11.30,"F"
"LPSJR329",2/28/1998 10:37:00,"KB",0,10.00,"F"
"LPSJR329",2/28/1998 10:37:00,"RR",1,9.50,"F"
"LPSJR329",2/28/1998 10:37:00,"RR",0,7.80,"F"
"LPSJR431",2/28/1998 12:00:00,"RR",1,11.80,"P"
"LPSJR431",2/28/1998 12:00:00,"RR",0,7.60,"P"
"LPSJR431",2/28/1998 12:00:00,"SH",1,10.50,"P"
"LPSJR431",2/28/1998 12:00:00,"SH",0,9.50,"P"
"LPSJR625",2/28/1998 13:45:00,"RR",1,11.60,"G"
"LPSJR625",2/28/1998 13:45:00,"RR",0,9.10,"G"
"LPSJR625",2/28/1998 13:45:00,"SH",1,10.80,"G"
"LPSJR625",2/28/1998 13:45:00,"SH",0,9.10,"G"
"LPSJR833",2/28/1998 15:00:00,"RR",0,0.45,
"LPSJR833",2/28/1998 15:00:00,"SH",0,0.42,
"LPCR1001",3/1/1998 12:00:00,"KB",1,12.00,"E"
"LPCR1001",3/1/1998 12:00:00,"KB",0,11.90,"E"
"LPCR1001",3/1/1998 12:00:00,"SH",1,14.25,"E"
"LPCR1001",3/1/1998 12:00:00,"SH",0,13.05,"E"
"LPCR1169",3/1/1998 13:30:00,"RR",1,13.50,"G"
"LPCR1169",3/1/1998 13:30:00,"RR",0,12.20,"G"
"LPCR1169",3/1/1998 13:30:00,"SH",1,13.96,"E"
"LPCR1169",3/1/1998 13:30:00,"SH",0,13.40,"E"
"LPCR1395",3/1/1998 15:45:00,"RR",1,12.40,"G+"
"LPCR1395",3/1/1998 15:45:00,"RR",0,11.90,"G+"
"LPCR1395",3/1/1998 15:45:00,"SH",1,12.20,"E"
"LPCR1395",3/1/1998 15:45:00,"SH",0,11.70,"E"
"LPCR1587",3/1/1998 17:15:00,"KB",1,11.45,"F-G"
"LPCR1587",3/1/1998 17:15:00,"KB",0,10.30,"F-G"
"LPCR1587",3/1/1998 17:15:00,"RR",1,13.20,"G+"
"LPCR1587",3/1/1998 17:15:00,"RR",0,10.50,"G+"
"LPCR1587",3/1/1998 17:15:00,"SH",1,12.40,"E"
"LPCR1587",3/1/1998 17:15:00,"SH",0,10.20,"E"
"LPCR2085",3/2/1998 11:30:00,"KB",1,10.70,"F"
"LPCR2085",3/2/1998 11:30:00,"KB",0,7.90,"F"
"LPCR2085",3/2/1998 11:30:00,"SH",1,11.45,"F"
"LPCR2085",3/2/1998 11:30:00,"SH",0,7.70,"F"
"LPCR2255",3/2/1998 12:45:00,"RR",1,6.60,"F"
"LPCR2255",3/2/1998 12:45:00,"RR",0,4.10,"F"
"LPCR2255",3/2/1998 12:45:00,"SH",1,5.75,"F"
"LPCR2255",3/2/1998 12:45:00,"SH",0,4.80,"F"
"LPCR2387",3/2/1998 14:00:00,"RR",1,6.40,
"LPCR2387",3/2/1998 14:00:00,"RR",0,6.30,
"LPCR2387",3/2/1998 14:00:00,"SH",1,6.10,
"LPCR2387",3/2/1998 14:00:00,"SH",0,6.00,
"LPCR2483",3/2/1998 15:15:00,"KB",1,6.80,"F-P"
"LPCR2483",3/2/1998 15:15:00,"KB",0,5.50,"F-P"
"LPCR2483",3/2/1998 15:15:00,"SH",1,6.70,"F"
"LPCR2483",3/2/1998 15:15:00,"SH",0,6.00,"F"
"LPCR2618",3/3/1998 8:30:00,"AA",0,0.35,
"LPCR2618",3/3/1998 8:30:00,"SH",0,0.40,
"LPCR1933",3/3/1998 11:15:00,"KB",1,11.80,
"LPCR1933",3/3/1998 11:15:00,"KB",0,10.70,
"LPCR1933",3/3/1998 11:15:00,"SH",1,12.85,
"LPCR1933",3/3/1998 11:15:00,"SH",0,11.30,
"LPCR1772",3/3/1998 12:15:00,"RR",1,12.70,
"LPCR1772",3/3/1998 12:15:00,"RR",0,12.30,
"LPCR1772",3/3/1998 12:15:00,"SH",1,12.75,
"LPCR1772",3/3/1998 12:15:00,"SH",0,11.35,
"LPCR1692",3/3/1998 15:00:00,"SH",1,6.75,"P"
"LPCR1692",3/3/1998 15:00:00,"SH",0,5.50,"P"
"LPESC357",3/4/1998 7:45:00,"KB",0,0.02,
"LPESC357",3/4/1998 7:45:00,"SH",0,0.08,
"LPESC273",3/4/1998 8:45:00,"RR",1,8.40,"F"
"LPESC273",3/4/1998 8:45:00,"RR",0,6.00,"F"
"LPESC273",3/4/1998 8:45:00,"SH",1,9.25,"F"
"LPESC273",3/4/1998 8:45:00,"SH",0,5.60,"F"
"LPESC200",3/4/1998 9:20:00,"AA",1,6.95,"P"
"LPESC200",3/4/1998 9:20:00,"AA",0,5.00,"P"
"LPESC200",3/4/1998 9:20:00,"KB",1,6.70,"P"
"LPESC200",3/4/1998 9:20:00,"KB",0,4.90,"P"
"LPESC200",3/4/1998 9:20:00,"SH",1,7.10,"F"
"LPESC200",3/4/1998 9:20:00,"SH",0,5.30,"F"
"LPESC119",3/4/1998 10:00:00,"RR",1,7.60,"F"
"LPESC119",3/4/1998 10:00:00,"RR",0,6.90,"F"
"LPESC119",3/4/1998 10:00:00,"SH",1,7.90,"F"
"LPESC119",3/4/1998 10:00:00,"SH",0,6.20,"F"
"LPESC072",3/4/1998 11:00:00,"RR",1,10.30,"F"
"LPESC072",3/4/1998 11:00:00,"RR",0,7.00,"F"
"LPESC072",3/4/1998 11:00:00,"SH",1,9.80,"G"
"LPESC072",3/4/1998 11:00:00,"SH",0,9.30,"G"
"LPCR0024",3/19/1998 14:00:00,"SH",1,16.10,"F"
"LPCR0024",3/19/1998 14:00:00,"SH",0,12.80,"F"
"LPCR0024",4/13/1998 12:00:00,"SH",1,15.70,
"LPCR0024",4/13/1998 12:00:00,"SH",0,11.00,
"LPCR0024",5/9/1998 11:30:00,"CM",1,9.90,"G-F"
"LPCR0024",5/9/1998 11:30:00,"CM",0,7.20,"G-F"
"LPCR0024",5/9/1998 11:30:00,"SH",1,12.30,"G-F"
"LPCR0024",5/9/1998 11:30:00,"SH",0,8.40,"G-F"
"LPCR0453",5/9/1998 15:30:00,"BV",1,12.20,"G-F"
"LPCR0453",5/9/1998 15:30:00,"BV",0,10.60,"G-F"
"LPCR0453",5/9/1998 15:30:00,"CM",1,11.50,"G-F"
"LPCR0453",5/9/1998 15:30:00,"CM",0,7.30,"G-F"
"LPCR0453",5/9/1998 15:30:00,"SH",1,11.90,"G-F"
"LPCR0453",5/9/1998 15:30:00,"SH",0,9.00,"G-F"
"LPCR1001",5/10/1998 9:40:00,"CM",1,15.40,"P"
"LPCR1001",5/10/1998 9:40:00,"CM",0,7.50,"P"
"LPCR1001",5/10/1998 9:40:00,"SH",1,16.10,"P"
"LPCR1001",5/10/1998 9:40:00,"SH",0,10.00,"P"
"LPESC358",5/10/1998 12:45:00,"CM",0,0.30,"G"
"LPESC358",5/10/1998 12:45:00,"SH",0,0.19,"G"
"LPESC322",5/10/1998 13:40:00,"JK",1,3.00,"F"
