"Expr1000","Date","Station Group","Station ID","Site Name","Trip ID","Elevation","Bottom Sounding"
"LP741204",12/6/1974 11:05:00,"LPCR0905","SCUCLP14","OAK CANYON","LP741204",3648.97,
"LP741204",12/6/1974 13:30:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP741204",3648.97,
"LP750106",1/3/1975 10:09:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP750106",3647.87,
"LP750106",1/6/1975 9:10:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP750106",,
"LP750106",1/6/1975 13:25:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP750106",,
"LP750106",1/7/1975 8:45:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP750106",,
"LP750106",1/7/1975 12:45:00,"LPCR2387","SCUCLP18","HITE BASIN","LP750106",,
"LP750106",1/8/1975 10:15:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP750106",,
"LP750106",1/8/1975 11:15:00,"LPCR0905","SCUCLP14","OAK CANYON","LP750106",,
"LP750106",1/8/1975 12:55:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP750106",,
"LP750205",2/4/1975 8:25:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP750205",3645.96,
"LP750205",2/5/1975 9:40:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP750205",,
"LP750205",2/6/1975 10:53:00,"LPCR2387","SCUCLP18","HITE BASIN","LP750205",,
"LP750205",2/6/1975 13:15:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP750205",,
"LP750205",2/7/1975 9:40:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP750205",,
"LP750205",2/7/1975 10:45:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP750205",,
"LP750205",2/7/1975 11:45:00,"LPCR0905","SCUCLP14","OAK CANYON","LP750205",,
"LP750205",2/7/1975 14:15:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP750205",,
"LP750305",3/4/1975 11:56:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP750305",3645.58,
"LP750305",3/5/1975 8:45:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP750305",3643.95,
"LP750305",3/6/1975 10:55:00,"LPCR2387","SCUCLP18","HITE BASIN","LP750305",3643.95,
"LP750305",3/7/1975 8:05:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP750305",3643.95,
"LP750305",3/7/1975 9:50:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP750305",3643.95,
"LP750305",3/7/1975 10:50:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP750305",3643.95,
"LP750305",3/7/1975 11:45:00,"LPCR0905","SCUCLP14","OAK CANYON","LP750305",3643.95,
"LP750305",3/7/1975 14:50:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP750305",3643.95,
"LP750408",4/7/1975 14:00:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP750408",3646.14,
"LP750408",4/8/1975 8:55:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP750408",3644.97,
"LP750408",4/9/1975 11:00:00,"LPCR2387","SCUCLP18","HITE BASIN","LP750408",3644.97,
"LP750408",4/9/1975 14:45:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP750408",3644.97,
"LP750408",4/10/1975 9:00:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP750408",3644.97,
"LP750408",4/10/1975 10:00:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP750408",3644.97,
"LP750408",4/16/1975 9:52:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP750408",3644.97,
"LP750408",4/16/1975 10:55:00,"LPCR0905","SCUCLP14","OAK CANYON","LP750408",3644.97,
"LP750505",5/5/1975 8:00:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP750505",3648.08,
"LP750505",5/6/1975 9:51:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP750505",,
"LP750505",5/7/1975 12:30:00,"LPCR2387","SCUCLP18","HITE BASIN","LP750505",,
"LP750505",5/8/1975 8:55:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP750505",,
"LP750505",5/8/1975 10:45:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP750505",,
"LP750505",5/8/1975 12:10:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP750505",,
"LP750505",5/8/1975 12:50:00,"LPCR0905","SCUCLP14","OAK CANYON","LP750505",,
"LP750505",5/8/1975 14:35:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP750505",,
"LP750604",6/2/1975 11:45:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP750604",3656.26,
"LP750604",6/4/1975 9:30:00,"LPCR2387","SCUCLP18","HITE BASIN","LP750604",3654.94,
"LP750604",6/4/1975 14:10:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP750604",3654.94,
"LP750604",6/5/1975 7:45:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP750604",3654.94,
"LP750604",6/5/1975 8:55:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP750604",3654.94,
"LP750604",6/5/1975 11:10:00,"LPCR0905","SCUCLP14","OAK CANYON","LP750604",3654.94,
"LP750604",6/5/1975 13:55:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP750604",3654.94,
"LP750604",6/5/1975 15:00:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP750604",3654.94,
"LP750702",7/2/1975 8:24:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP750702",3667.97,
"LP750702",7/2/1975 10:00:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP750702",3667.97,
"LP750702",7/3/1975 8:45:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP750702",3669.81,
"LP750702",7/7/1975 13:40:00,"LPCR2387","SCUCLP18","HITE BASIN","LP750702",3670.95,
"LP750702",7/8/1975 7:50:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP750702",3670.95,
"LP750702",7/8/1975 9:39:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP750702",3670.95,
"LP750702",7/8/1975 10:50:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP750702",3670.95,
"LP750702",7/8/1975 12:00:00,"LPCR0905","SCUCLP14","OAK CANYON","LP750702",3670.95,
"LP750811",8/8/1975 13:45:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP750811",3674.30,
"LP750811",8/11/1975 7:45:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP750811",3672.95,
"LP750811",8/12/1975 10:00:00,"LPCR2387","SCUCLP18","HITE BASIN","LP750811",3672.95,
"LP750811",8/12/1975 12:30:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP750811",3672.95,
"LP750811",8/13/1975 7:15:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP750811",3672.95,
"LP750811",8/13/1975 8:30:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP750811",3672.95,
"LP750811",8/13/1975 9:40:00,"LPCR0905","SCUCLP14","OAK CANYON","LP750811",3672.95,
"LP750811",8/13/1975 13:15:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP750811",3672.95,
"LP750902",8/29/1975 7:45:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP750902",3672.10,
"LP750902",9/2/1975 8:10:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP750902",,
"LP750902",9/3/1975 10:00:00,"LPCR2387","SCUCLP18","HITE BASIN","LP750902",,
"LP750902",9/3/1975 15:55:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP750902",,
"LP750902",9/4/1975 7:58:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP750902",,
"LP750902",9/4/1975 8:55:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP750902",,
"LP750902",9/4/1975 9:48:00,"LPCR0905","SCUCLP14","OAK CANYON","LP750902",,
"LP750902",9/4/1975 14:00:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP750902",,
"LP751008",10/6/1975 11:15:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP751008",3667.38,
"LP751008",10/8/1975 8:30:00,"LPCR2387","SCUCLP18","HITE BASIN","LP751008",,
"LP751008",10/8/1975 11:15:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP751008",,
"LP751008",10/8/1975 13:30:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP751008",,
"LP751008",10/9/1975 8:30:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP751008",,
"LP751008",10/9/1975 10:15:00,"LPCR0905","SCUCLP14","OAK CANYON","LP751008",,
"LP751008",10/9/1975 13:31:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP751008",,
"LP751008",10/9/1975 13:45:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP751008",,
"LP751111",11/11/1975 9:15:00,"LPCR2387","SCUCLP18","HITE BASIN","LP751111",,
"LP751111",11/11/1975 11:50:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP751111",,
"LP751111",11/11/1975 13:15:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP751111",,
"LP751111",11/12/1975 8:25:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP751111",,
"LP751111",11/12/1975 9:20:00,"LPCR0905","SCUCLP14","OAK CANYON","LP751111",,
"LP751111",11/12/1975 10:30:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP751111",,
"LP751111",11/12/1975 13:38:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP751111",,
"LP751111",11/13/1975 9:30:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP751111",3666.87,
"LP751203",12/2/1975 10:35:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP751203",3667.24,
"LP751203",12/3/1975 9:25:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP751203",3665.97,
"LP751203",12/4/1975 10:10:00,"LPCR2387","SCUCLP18","HITE BASIN","LP751203",3665.97,
"LP751203",12/4/1975 12:50:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP751203",3665.97,
"LP751203",12/4/1975 15:22:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP751203",3665.97,
"LP751203",12/5/1975 8:30:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP751203",3665.97,
"LP751203",12/5/1975 9:35:00,"LPCR0905","SCUCLP14","OAK CANYON","LP751203",3665.97,
"LP751203",12/5/1975 10:45:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP751203",3665.97,
"LP760106",1/5/1976 8:30:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP760106",3667.74,
"LP760106",1/6/1976 13:34:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP760106",3666.95,
"LP760106",1/7/1976 10:37:00,"LPCR2387","SCUCLP18","HITE BASIN","LP760106",3666.95,
"LP760106",1/7/1976 12:52:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP760106",3666.95,
"LP760106",1/7/1976 15:15:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP760106",3666.95,
"LP760106",1/8/1976 9:19:00,"LPCR0905","SCUCLP14","OAK CANYON","LP760106",3666.95,
"LP760106",1/8/1976 10:25:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP760106",3666.95,
"LP760106",1/8/1976 12:58:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP760106",3666.95,
"LP760310",3/1/1976 8:35:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP760310",3665.43,
"LP760310",3/10/1976 10:35:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP760310",3663.96,
"LP760310",3/10/1976 13:10:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP760310",3663.96,
"LP760310",3/11/1976 8:28:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP760310",3663.96,
"LP760310",3/11/1976 14:50:00,"LPCR2387","SCUCLP18","HITE BASIN","LP760310",3663.96,
"LP760310",3/12/1976 9:31:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP760310",3663.96,
"LP760310",3/12/1976 11:32:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP760310",3663.96,
"LP760310",3/12/1976 14:18:00,"LPCR0905","SCUCLP14","OAK CANYON","LP760310",3663.96,
"LP760406",4/2/1976 10:30:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP760406",3664.64,
"LP760406",4/6/1976 10:15:00,"LPCR2387","SCUCLP18","HITE BASIN","LP760406",3662.95,
"LP760406",4/6/1976 14:15:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP760406",3662.95,
"LP760406",4/7/1976 8:20:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP760406",3662.95,
"LP760406",4/7/1976 9:25:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP760406",3662.95,
"LP760406",4/7/1976 10:20:00,"LPCR0905","SCUCLP14","OAK CANYON","LP760406",3662.95,
"LP760406",4/7/1976 14:47:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP760406",3662.95,
"LP760406",4/8/1976 9:03:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP760406",3662.95,
"LP760504",5/3/1976 9:15:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP760504",3664.10,
"LP760504",5/4/1976 15:18:00,"LPCR2387","SCUCLP18","HITE BASIN","LP760504",,
"LP760504",5/5/1976 9:00:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP760504",,
"LP760504",5/5/1976 10:25:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP760504",,
"LP760504",5/5/1976 11:30:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP760504",,
"LP760504",5/5/1976 12:30:00,"LPCR0905","SCUCLP14","OAK CANYON","LP760504",,
"LP760504",5/6/1976 8:20:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP760504",,
"LP760504",5/6/1976 10:30:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP760504",,
"LP760603",6/1/1976 7:45:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP760603",3667.91,
"LP760603",6/3/1976 11:20:00,"LPCR2387","SCUCLP18","HITE BASIN","LP760603",3666.95,
"LP760603",6/3/1976 15:00:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP760603",3666.95,
"LP760603",6/4/1976 8:20:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP760603",3666.95,
"LP760603",6/4/1976 9:25:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP760603",3666.95,
"LP760603",6/4/1976 10:20:00,"LPCR0905","SCUCLP14","OAK CANYON","LP760603",3666.95,
"LP760603",6/4/1976 12:00:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP760603",3666.95,
"LP760603",6/4/1976 13:40:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP760603",3666.95,
"LP760706",7/2/1976 7:50:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP760706",3672.13,
"LP760706",7/6/1976 9:30:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP760706",3670.95,
"LP760706",7/8/1976 7:50:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP760706",3672.07,
"LP760706",7/8/1976 9:50:00,"LPCR2387","SCUCLP18","HITE BASIN","LP760706",3670.95,
"LP760706",7/8/1976 12:27:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP760706",3670.95,
"LP760706",7/8/1976 15:20:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP760706",3670.95,
"LP760706",7/9/1976 8:10:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP760706",3670.95,
"LP760706",7/9/1976 9:05:00,"LPCR0905","SCUCLP14","OAK CANYON","LP760706",3670.95,
"LP760706",7/9/1976 12:35:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP760706",3670.95,
"LP760821",8/17/1976 12:50:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP760821",3669.46,
"LP760821",8/21/1976 10:45:00,"LPCR2387","SCUCLP18","HITE BASIN","LP760821",3667.97,
"LP760821",8/22/1976 9:00:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP760821",3667.97,
"LP760821",8/22/1976 12:50:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP760821",3668.79,
"LP760821",8/22/1976 16:50:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP760821",3667.97,
"LP760821",8/23/1976 8:30:00,"LPCR0905","SCUCLP14","OAK CANYON","LP760821",3667.97,
"LP760821",8/23/1976 14:00:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP760821",3667.97,
"LP760821",8/25/1976 12:55:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP760821",3666.95,
"LP760821",8/26/1976 7:30:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP760821",3666.95,
"LP760924",9/24/1976 11:40:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP760924",3664.51,
"LP760924",9/28/1976 10:30:00,"LPCR2387","SCUCLP18","HITE BASIN","LP760924",3662.95,
"LP760924",9/28/1976 12:45:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP760924",3662.95,
"LP760924",9/29/1976 7:50:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP760924",3662.95,
"LP760924",9/29/1976 9:05:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP760924",3662.95,
"LP760924",9/29/1976 10:00:00,"LPCR0905","SCUCLP14","OAK CANYON","LP760924",3662.95,
"LP760924",9/29/1976 12:10:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP760924",3662.95,
"LP760924",10/4/1976 7:54:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP760924",3662.95,
"LP770111",1/10/1977 13:20:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP770111",3654.41,
"LP770111",1/11/1977 10:07:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP770111",,
"LP770111",1/11/1977 14:46:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP770111",,
"LP770111",1/12/1977 10:51:00,"LPCR2387","SCUCLP18","HITE BASIN","LP770111",,
"LP770111",1/12/1977 14:22:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP770111",,
"LP770111",1/13/1977 9:13:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP770111",,
"LP770111",1/13/1977 10:17:00,"LPCR0905","SCUCLP14","OAK CANYON","LP770111",,
"LP770111",1/13/1977 13:36:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP770111",,
"LP770208",2/7/1977 13:05:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP770208",3651.75,
"LP770208",2/8/1977 9:45:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP770208",,
"LP770208",2/8/1977 13:30:00,"LPCR0905","SCUCLP14","OAK CANYON","LP770208",,
"LP770208",2/8/1977 14:25:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP770208",,
"LP770208",2/9/1977 10:20:00,"LPCR2387","SCUCLP18","HITE BASIN","LP770208",,
"LP770208",2/9/1977 12:45:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP770208",,
"LP770208",2/10/1977 8:40:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP770208",,
"LP770208",2/10/1977 14:00:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP770208",,
"LP770309",3/7/1977 10:30:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP770309",3650.81,
"LP770309",3/9/1977 8:15:00,"LPCR0905","SCUCLP14","OAK CANYON","LP770309",3650.94,
"LP770309",3/9/1977 12:55:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP770309",3650.94,
"LP770309",3/10/1977 8:25:00,"LPCR2387","SCUCLP18","HITE BASIN","LP770309",3650.94,
"LP770309",3/10/1977 13:05:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP770309",3650.94,
"LP770309",3/11/1977 8:30:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP770309",3650.94,
"LP770309",3/11/1977 11:00:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP770309",3650.94,
"LP770309",3/11/1977 13:15:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP770309",3650.94,
"LP770404",4/1/1977 15:10:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP770404",3651.25,
"LP770404",4/4/1977 10:00:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP770404",3650.94,
"LP770404",4/5/1977 10:05:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP770404",3650.94,
"LP770404",4/5/1977 15:10:00,"LPCR2387","SCUCLP18","HITE BASIN","LP770404",3650.94,
"LP770404",4/6/1977 11:45:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP770404",3650.94,
"LP770404",4/6/1977 14:10:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP770404",3650.94,
"LP770404",4/7/1977 9:15:00,"LPCR0905","SCUCLP14","OAK CANYON","LP770404",3650.94,
"LP770404",4/7/1977 10:35:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP770404",3650.94,
"LP770502",4/29/1977 14:50:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP770502",3652.58,
"LP770502",5/2/1977 10:44:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP770502",,
"LP770502",5/3/1977 8:50:00,"LPCR2387","SCUCLP18","HITE BASIN","LP770502",,
"LP770502",5/3/1977 12:00:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP770502",,
"LP770502",5/5/1977 9:45:00,"LPCR0905","SCUCLP14","OAK CANYON","LP770502",,
"LP770502",5/5/1977 10:50:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP770502",,
"LP770502",5/6/1977 8:35:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP770502",,
"LP770502",5/6/1977 10:12:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP770502",,
"LP770614",6/10/1977 14:30:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP770614",3654.74,
"LP770614",6/14/1977 8:10:00,"LPCR0905","SCUCLP14","OAK CANYON","LP770614",3654.94,
"LP770614",6/14/1977 13:45:00,"LPCR2387","SCUCLP18","HITE BASIN","LP770614",3654.94,
"LP770614",6/15/1977 8:34:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP770614",3654.94,
"LP770614",6/15/1977 10:11:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP770614",3654.94,
"LP770614",6/15/1977 11:16:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP770614",3654.94,
"LP770614",6/16/1977 9:40:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP770614",3654.94,
"LP770614",6/16/1977 12:23:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP770614",3654.94,
"LP770712",7/8/1977 13:33:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP770712",3652.74,
"LP770712",7/12/1977 7:37:00,"LPCR0905","SCUCLP14","OAK CANYON","LP770712",3651.96,
"LP770712",7/12/1977 8:45:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP770712",3651.96,
"LP770712",7/12/1977 13:16:00,"LPCR2387","SCUCLP18","HITE BASIN","LP770712",3651.96,
"LP770712",7/13/1977 9:35:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP770712",3651.96,
"LP770712",7/13/1977 12:36:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP770712",3651.96,
"LP770712",7/14/1977 8:37:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP770712",3651.96,
"LP770712",7/14/1977 10:28:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP770712",3651.96,
"LP770816",8/15/1977 11:50:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP770816",3645.62,
"LP770816",8/16/1977 13:30:00,"LPCR0905","SCUCLP14","OAK CANYON","LP770816",3644.97,
"LP770816",8/16/1977 14:45:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP770816",3644.97,
"LP770816",8/17/1977 14:00:00,"LPCR2387","SCUCLP18","HITE BASIN","LP770816",3643.95,
"LP770816",8/18/1977 8:48:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP770816",3643.95,
"LP770816",8/18/1977 11:45:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP770816",3643.95,
"LP770816",8/18/1977 14:00:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP770816",3643.95,
"LP770816",8/19/1977 13:00:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP770816",3643.95,
"LP770913",9/9/1977 13:30:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP770913",3640.49,
"LP770913",9/13/1977 7:37:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP770913",3638.97,
"LP770913",9/13/1977 14:55:00,"LPCR2387","SCUCLP18","HITE BASIN","LP770913",3638.97,
"LP770913",9/14/1977 8:30:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP770913",3638.97,
"LP770913",9/14/1977 13:30:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP770913",3638.97,
"LP770913",9/14/1977 14:30:00,"LPCR0905","SCUCLP14","OAK CANYON","LP770913",3638.97,
"LP770913",9/15/1977 9:05:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP770913",3638.97,
"LP770913",9/15/1977 13:20:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP770913",3638.97,
"LP771109",11/8/1977 12:50:00,"LPCR0024","SCUCLP11","Colorado River below Glen Canyon Dam","LP771109",3635.35,
"LP771109",11/9/1977 13:25:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP771109",3633.95,
"LP771109",11/10/1977 12:44:00,"LPCR2387","SCUCLP18","HITE BASIN","LP771109",3633.95,
"LP771109",11/10/1977 15:54:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP771109",3633.95,
"LP771109",11/11/1977 9:17:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP771109",3633.95,
"LP771109",11/11/1977 10:19:00,"LPCR0905","SCUCLP14","OAK CANYON","LP771109",3633.95,
