Station.ID	Date	Depth	T
LPCR0024	6/3/2006 8:30:00	82.2	7.67
LPCR0024	9/21/2006 14:00:00	95.6	7.67
LPCR0024	9/21/2006 14:00:00	96.5	7.67
LPCR0024	3/12/2007 16:15:00	66.3	7.67
LPCR0024	6/9/2007 10:45:00	52.6	7.67
LPCR0024	3/11/2008 15:30:00	34.9	7.67
LPCR0024	11/14/1995 13:30:00	87.9	7.68
LPCR0024	11/29/1995 14:00:00	88.4	7.68
LPCR0024	3/22/1996 12:30:00	98.8	7.68
LPCR0024	5/1/1996 10:30:00	99.5	7.68
LPCR0024	7/17/1996 12:30:00	83	7.68
LPCR0024	11/7/1996 15:00:00	112.7	7.68
LPCR0024	12/3/1996 10:00:00	119.1	7.68
LPCR0024	2/20/1997 13:00:00	89.4	7.68
LPCR0024	2/20/1997 13:00:00	97.8	7.68
LPCR0024	2/27/1998 10:30:00	77.5	7.68
LPCR0024	11/25/1998 10:30:00	121.9	7.68
LPCR0024	12/19/1998 12:30:00	123.1	7.68
LPCR0024	4/27/1999 11:00:00	92.2	7.68
LPCR0024	5/16/1999 12:00:00	93.7	7.68
LPCR0024	6/24/1999 11:00:00	109.9	7.68
LPCR0024	10/15/1999 14:20:00	126.9	7.68
LPCR0024	11/19/1999 10:15:00	130	7.68
LPCR0024	12/6/1999 11:10:00	153.1	7.68
LPCR0024	12/6/1999 11:10:00	153.7	7.68
LPCR0024	1/19/2000 10:30:00	141.8	7.68
LPCR0024	4/17/2001 11:00:00	97.7	7.68
LPCR0024	8/22/2001 15:00:00	116.7	7.68
LPCR0024	9/11/2001 11:00:00	123.1	7.68
LPCR0024	9/11/2001 11:00:00	127	7.68
LPCR0024	10/16/2001 9:50:00	135.4	7.68
LPCR0024	10/16/2001 9:50:00	139.1	7.68
LPCR0024	3/1/2002 12:15:00	51.2	7.68
LPCR0024	5/30/2002 11:00:00	85.1	7.68
LPCR0024	8/22/2002 8:45:00	78.9	7.68
LPCR0024	1/17/2003 10:00:00	109.2	7.68
LPCR0024	3/11/2004 15:50:00	114.2	7.68
LPCR0024	7/1/2004 10:30:00	62.2	7.68
LPCR0024	11/19/2004 13:00:00	58.9	7.68
LPCR0024	12/3/2004 14:00:00	62.5	7.68
LPCR0024	1/13/2005 10:00:00	48.9	7.68
LPCR0024	3/15/2006 10:00:00	69.8	7.68
LPCR0024	6/30/2006 11:10:00	82.2	7.68
LPCR0024	8/4/2006 10:00:00	82.2	7.68
LPCR0024	9/21/2006 14:00:00	94.5	7.68
LPCR0024	1/3/1996 11:15:00	89	7.69
LPCR0024	3/27/1996 11:20:00	90.9	7.69
LPCR0024	4/21/1996 12:05:00	82.2	7.69
LPCR0024	4/21/1996 12:05:00	87.6	7.69
LPCR0024	5/1/1996 10:30:00	96.5	7.69
LPCR0024	9/24/1996 13:30:00	110	7.69
LPCR0024	10/17/1996 9:00:00	107	7.69
LPCR0024	10/17/1996 9:00:00	108.8	7.69
LPCR0024	2/13/1997 10:05:00	116.8	7.69
LPCR0024	2/20/1997 13:00:00	84	7.69
LPCR0024	8/13/1997 12:30:00	151.6	7.69
LPCR0024	9/24/1997 12:00:00	107.1	7.69
LPCR0024	6/17/1998 10:00:00	80.9	7.69
LPCR0024	10/28/1998 10:30:00	119.5	7.69
LPCR0024	11/25/1998 10:30:00	119.5	7.69
LPCR0024	1/27/1999 10:15:00	125.9	7.69
LPCR0024	6/7/1999 14:20:00	105.6	7.69
LPCR0024	12/6/1999 11:10:00	133.8	7.69
LPCR0024	1/19/2000 10:30:00	137.5	7.69
LPCR0024	1/19/2000 10:30:00	146.2	7.69
LPCR0024	1/19/2000 10:30:00	149.5	7.69
LPCR0024	1/19/2000 10:30:00	152.1	7.69
LPCR0024	9/11/2001 11:00:00	119.3	7.69
LPCR0024	10/16/2001 9:50:00	127.7	7.69
LPCR0024	10/16/2001 9:50:00	131.6	7.69
LPCR0024	3/1/2002 12:15:00	52.6	7.69
LPCR0024	4/30/2002 11:45:00	90.9	7.69
LPCR0024	8/5/2002 11:30:00	84	7.69
LPCR0024	9/18/2002 11:00:00	101.8	7.69
LPCR0024	12/7/2002 10:30:00	105.3	7.69
LPCR0024	3/6/2003 10:30:00	64.7	7.69
LPCR0024	3/11/2004 15:50:00	106.6	7.69
LPCR0024	3/11/2004 15:50:00	110.5	7.69
LPCR0024	3/2/2005 14:00:00	32.5	7.69
LPCR0024	12/9/2005 11:35:00	70.6	7.69
LPCR0024	5/10/2006 11:00:00	73.9	7.69
LPCR0024	6/30/1995 15:30:00	81.6	7.7
LPCR0024	10/4/1995 13:00:00	81.6	7.7
LPCR0024	1/31/1996 11:15:00	88.2	7.7
LPCR0024	2/28/1996 14:00:00	85.3	7.7
LPCR0024	4/21/1996 12:05:00	88.8	7.7
LPCR0024	4/21/1996 12:05:00	90.5	7.7
LPCR0024	8/23/1996 13:00:00	88.9	7.7
LPCR0024	9/24/1996 13:30:00	115.2	7.7
LPCR0024	1/22/1997 12:00:00	112.8	7.7
LPCR0024	2/13/1997 10:05:00	96.2	7.7
LPCR0024	2/20/1997 13:00:00	108.7	7.7
LPCR0024	3/19/1997 16:00:00	90.9	7.7
LPCR0024	3/19/1998 14:00:00	66.3	7.7
LPCR0024	12/19/1998 12:30:00	121.8	7.7
LPCR0024	7/14/1999 14:00:00	116.4	7.7
LPCR0024	9/15/1999 10:30:00	127	7.7
LPCR0024	11/19/1999 10:15:00	126.4	7.7
LPCR0024	12/6/1999 11:10:00	131.2	7.7
LPCR0024	1/19/2000 10:30:00	152.6	7.7
LPCR0024	5/8/2001 10:45:00	97.8	7.7
LPCR0024	10/16/2001 9:50:00	123.7	7.7
LPCR0024	11/13/2001 12:00:00	137.7	7.7
LPCR0024	11/13/2001 12:00:00	141.4	7.7
LPCR0024	11/13/2001 12:00:00	145.7	7.7
LPCR0024	9/18/2002 11:00:00	98.1	7.7
LPCR0024	2/4/2003 11:15:00	109.2	7.7
LPCR0024	4/7/2004 14:30:00	59.7	7.7
LPCR0024	10/30/2004 12:00:00	59.5	7.7
LPCR0024	11/4/2004 11:30:00	60.1	7.7
LPCR0024	1/13/2005 10:00:00	47.6	7.7
LPCR0024	2/10/2005 11:30:00	34.4	7.7
LPCR0024	4/5/2005 15:00:00	26.2	7.7
LPCR0024	5/4/2005 15:00:00	42.2	7.7
LPCR0024	10/12/2005 8:40:00	70.9	7.7
LPCR0024	2/1/2006 11:00:00	64.1	7.7
LPCR0024	3/15/2006 10:00:00	66.2	7.7
LPCR0024	6/3/2006 8:30:00	78.3	7.7
LPCR0024	6/30/2006 11:10:00	79.4	7.7
LPCR0024	8/4/2006 10:00:00	60.9	7.7
LPCR0024	8/4/2006 10:00:00	78.3	7.7
LPCR0024	9/21/2006 14:00:00	93.3	7.7
LPCR0024	3/12/2007 16:15:00	65	7.7
LPCR0024	2/26/2008 11:15:00	35.8	7.7
LPCR0024	9/12/1995 17:15:00	79.3	7.71
LPCR0024	12/11/1995 12:30:00	87.8	7.71
LPCR0024	4/21/1996 12:05:00	92	7.71
LPCR0024	9/30/1996 15:30:00	108.3	7.71
LPCR0024	10/17/1996 9:00:00	104.4	7.71
LPCR0024	11/7/1996 15:00:00	107.2	7.71
LPCR0024	2/20/1997 13:00:00	103.3	7.71
LPCR0024	3/19/1997 16:00:00	87	7.71
LPCR0024	3/19/1997 16:00:00	88.2	7.71
LPCR0024	3/19/1997 16:00:00	89.5	7.71
LPCR0024	7/8/1997 9:00:00	81.4	7.71
LPCR0024	9/17/1998 11:30:00	126.6	7.71
LPCR0024	11/25/1998 10:30:00	116.9	7.71
LPCR0024	12/10/1998 11:30:00	121.8	7.71
LPCR0024	1/27/1999 10:15:00	122.1	7.71
LPCR0024	6/24/1999 11:00:00	106.1	7.71
LPCR0024	7/14/1999 14:00:00	113	7.71
LPCR0024	10/15/1999 14:20:00	123.2	7.71
LPCR0024	1/19/2000 10:30:00	133	7.71
LPCR0024	2/25/2000 9:00:00	135.9	7.71
LPCR0024	2/25/2000 9:00:00	139.6	7.71
LPCR0024	2/25/2000 9:00:00	143.3	7.71
LPCR0024	2/25/2000 9:00:00	148.6	7.71
LPCR0024	2/25/2000 9:00:00	149.6	7.71
LPCR0024	7/26/2001 14:40:00	111.4	7.71
LPCR0024	9/11/2001 11:00:00	115.4	7.71
LPCR0024	11/13/2001 12:00:00	129.9	7.71
LPCR0024	11/13/2001 12:00:00	133.9	7.71
LPCR0024	11/29/2001 17:00:00	135.9	7.71
LPCR0024	11/29/2001 17:00:00	139.5	7.71
LPCR0024	11/29/2001 17:00:00	140.8	7.71
LPCR0024	11/29/2001 17:00:00	143.2	7.71
LPCR0024	11/29/2001 17:00:00	145.8	7.71
LPCR0024	11/29/2001 17:00:00	146.2	7.71
LPCR0024	5/30/2002 11:00:00	79.9	7.71
LPCR0024	10/16/2002 10:45:00	98.9	7.71
LPCR0024	3/11/2003 14:00:00	57.9	7.71
LPCR0024	3/11/2003 14:00:00	60.6	7.71
LPCR0024	11/24/2004 13:00:00	60.4	7.71
LPCR0024	6/4/2005 10:25:00	53.4	7.71
LPCR0024	3/15/2006 10:00:00	62.1	7.71
LPCR0024	4/13/2006 11:15:00	59.9	7.71
LPCR0024	5/10/2006 11:00:00	69.9	7.71
LPCR0024	6/30/2006 11:10:00	76.9	7.71
LPCR0024	9/21/2006 14:00:00	82.7	7.71
LPCR0024	4/3/1996 11:45:00	89.5	7.72
LPCR0024	12/3/1996 10:00:00	111.4	7.72
LPCR0024	1/22/1997 12:00:00	109	7.72
LPCR0024	2/13/1997 10:05:00	90.9	7.72
LPCR0024	2/13/1997 10:05:00	111.5	7.72
LPCR0024	12/14/1997 12:00:00	91.9	7.72
LPCR0024	12/14/1997 12:00:00	93.2	7.72
LPCR0024	10/28/1998 10:30:00	115.6	7.72
LPCR0024	9/15/1999 10:30:00	123.2	7.72
LPCR0024	11/19/1999 10:15:00	121.4	7.72
LPCR0024	11/19/1999 10:15:00	123	7.72
LPCR0024	12/6/1999 11:10:00	127.8	7.72
LPCR0024	6/2/2001 10:25:00	99.3	7.72
LPCR0024	8/22/2001 15:00:00	112.8	7.72
LPCR0024	10/16/2001 9:50:00	119.9	7.72
LPCR0024	11/29/2001 17:00:00	132.1	7.72
LPCR0024	12/17/2001 11:45:00	137.1	7.72
LPCR0024	12/17/2001 11:45:00	140.9	7.72
LPCR0024	12/17/2001 11:45:00	143.3	7.72
LPCR0024	7/11/2002 10:00:00	81.7	7.72
LPCR0024	8/22/2002 8:45:00	76.1	7.72
LPCR0024	9/18/2002 11:00:00	96.9	7.72
LPCR0024	11/13/2002 11:00:00	101.8	7.72
LPCR0024	1/17/2003 10:00:00	105.4	7.72
LPCR0024	2/4/2003 11:15:00	61.9	7.72
LPCR0024	3/11/2003 14:00:00	55.3	7.72
LPCR0024	11/19/2004 13:00:00	57.6	7.72
LPCR0024	12/3/2004 14:00:00	61.1	7.72
LPCR0024	1/13/2005 10:00:00	46.1	7.72
LPCR0024	5/4/2005 15:00:00	40.6	7.72
LPCR0024	11/2/2005 10:30:00	70.3	7.72
LPCR0024	2/1/2006 11:00:00	62.8	7.72
LPCR0024	3/12/2007 16:15:00	63.7	7.72
LPCR0024	3/17/2007 16:00:00	58.3	7.72
LPCR0024	6/6/1995 14:30:00	72.8	7.73
LPCR0024	3/24/1996 11:00:00	92.6	7.73
LPCR0024	3/27/1996 11:20:00	89.6	7.73
LPCR0024	9/24/1996 13:30:00	99.5	7.73
LPCR0024	9/24/1996 13:30:00	106.1	7.73
LPCR0024	11/7/1996 15:00:00	106.4	7.73
LPCR0024	1/22/1997 12:00:00	89.6	7.73
LPCR0024	1/22/1997 12:00:00	105.2	7.73
LPCR0024	2/13/1997 10:05:00	100.8	7.73
LPCR0024	3/19/1997 16:00:00	84.3	7.73
LPCR0024	9/24/1997 12:00:00	83.4	7.73
LPCR0024	12/14/1997 12:00:00	87.9	7.73
LPCR0024	8/16/1998 17:25:00	83.6	7.73
LPCR0024	9/17/1998 11:30:00	121.3	7.73
LPCR0024	11/25/1998 10:30:00	114.2	7.73
LPCR0024	12/10/1998 11:30:00	119.3	7.73
LPCR0024	12/19/1998 12:30:00	118.5	7.73
LPCR0024	1/27/1999 10:15:00	95.1	7.73
LPCR0024	1/27/1999 10:15:00	98.9	7.73
LPCR0024	1/27/1999 10:15:00	118.3	7.73
LPCR0024	5/16/1999 12:00:00	90.6	7.73
LPCR0024	6/7/1999 14:20:00	102.9	7.73
LPCR0024	10/15/1999 14:20:00	118.9	7.73
LPCR0024	12/6/1999 11:10:00	125.3	7.73
LPCR0024	2/25/2000 9:00:00	132.1	7.73
LPCR0024	3/31/2000 11:30:00	99.9	7.73
LPCR0024	10/16/2001 9:50:00	116	7.73
LPCR0024	11/13/2001 12:00:00	126	7.73
LPCR0024	12/17/2001 11:45:00	133.4	7.73
LPCR0024	12/17/2001 11:45:00	144.8	7.73
LPCR0024	12/17/2001 11:45:00	145.4	7.73
LPCR0024	8/5/2002 11:30:00	79.7	7.73
LPCR0024	12/7/2002 10:30:00	101.6	7.73
LPCR0024	2/4/2003 11:15:00	57.9	7.73
LPCR0024	2/4/2003 11:15:00	105.4	7.73
LPCR0024	3/11/2003 14:00:00	52.3	7.73
LPCR0024	6/4/2004 13:30:00	67.9	7.73
LPCR0024	8/26/2004 11:00:00	56.5	7.73
LPCR0024	9/9/2004 14:45:00	56	7.73
LPCR0024	10/6/2004 10:00:00	54.8	7.73
LPCR0024	11/24/2004 13:00:00	59.2	7.73
LPCR0024	1/13/2005 10:00:00	44.8	7.73
LPCR0024	4/5/2005 15:00:00	24.9	7.73
LPCR0024	12/14/2005 16:20:00	67.8	7.73
LPCR0024	2/1/2006 11:00:00	60.1	7.73
LPCR0024	2/1/2006 11:00:00	61.5	7.73
LPCR0024	4/13/2006 11:15:00	57.1	7.73
LPCR0024	6/3/2006 8:30:00	75.5	7.73
LPCR0024	6/30/2006 11:10:00	74.3	7.73
LPCR0024	8/4/2006 10:00:00	58.1	7.73
LPCR0024	8/4/2006 10:00:00	74.2	7.73
LPCR0024	9/21/2006 14:00:00	81	7.73
LPCR0024	9/21/2006 14:00:00	84.1	7.73
LPCR0024	9/21/2006 14:00:00	90.9	7.73
LPCR0024	9/21/2006 14:00:00	91.9	7.73
LPCR0024	3/12/2007 16:15:00	62.3	7.73
LPCR0024	4/27/2007 9:30:00	48.7	7.73
LPCR0024	2/26/2008 11:15:00	34.6	7.73
LPCR0024	3/22/1996 12:30:00	95.8	7.74
LPCR0024	4/2/1996 10:20:00	88.9	7.74
LPCR0024	10/17/1996 9:00:00	101.9	7.74
LPCR0024	2/13/1997 10:05:00	106.7	7.74
LPCR0024	3/19/1997 16:00:00	81.7	7.74
LPCR0024	3/19/1997 16:00:00	85.6	7.74
LPCR0024	12/14/1997 12:00:00	85.2	7.74
LPCR0024	12/14/1997 12:00:00	86.6	7.74
LPCR0024	9/17/1998 11:30:00	115.1	7.74
LPCR0024	9/17/1998 11:30:00	117.8	7.74
LPCR0024	9/17/1998 11:30:00	118.7	7.74
LPCR0024	10/28/1998 10:30:00	111.8	7.74
LPCR0024	11/25/1998 10:30:00	111.6	7.74
LPCR0024	12/10/1998 11:30:00	115.4	7.74
LPCR0024	12/19/1998 12:30:00	115.3	7.74
LPCR0024	1/27/1999 10:15:00	91.1	7.74
LPCR0024	7/14/1999 14:00:00	109.5	7.74
LPCR0024	9/15/1999 10:30:00	119.4	7.74
LPCR0024	10/15/1999 14:20:00	116.2	7.74
LPCR0024	11/19/1999 10:15:00	118.8	7.74
LPCR0024	1/19/2000 10:30:00	128.4	7.74
LPCR0024	2/25/2000 9:00:00	128	7.74
LPCR0024	3/31/2000 11:30:00	96	7.74
LPCR0024	3/31/2000 11:30:00	103.7	7.74
LPCR0024	4/17/2001 11:00:00	93.7	7.74
LPCR0024	7/26/2001 14:40:00	104.3	7.74
LPCR0024	7/26/2001 14:40:00	108.2	7.74
LPCR0024	8/22/2001 15:00:00	109	7.74
LPCR0024	9/11/2001 11:00:00	111.6	7.74
LPCR0024	11/13/2001 12:00:00	118.4	7.74
LPCR0024	11/13/2001 12:00:00	122.2	7.74
LPCR0024	11/29/2001 17:00:00	128.3	7.74
LPCR0024	12/17/2001 11:45:00	129.5	7.74
LPCR0024	1/16/2002 12:15:00	135.1	7.74
LPCR0024	1/16/2002 12:15:00	138.9	7.74
LPCR0024	1/16/2002 12:15:00	141.2	7.74
LPCR0024	1/17/2003 10:00:00	61.8	7.74
LPCR0024	2/4/2003 11:15:00	53.6	7.74
LPCR0024	3/11/2003 14:00:00	49.7	7.74
LPCR0024	9/9/2004 14:45:00	53.5	7.74
LPCR0024	7/12/2005 12:30:00	64	7.74
LPCR0024	10/12/2005 8:40:00	69.2	7.74
LPCR0024	1/10/2006 10:40:00	65.8	7.74
LPCR0024	4/13/2006 11:15:00	54.6	7.74
LPCR0024	5/10/2006 11:00:00	66	7.74
LPCR0024	6/3/2006 8:30:00	71.6	7.74
LPCR0024	8/4/2006 10:00:00	63.6	7.74
LPCR0024	9/21/2006 14:00:00	79.3	7.74
LPCR0024	9/21/2006 14:00:00	85.5	7.74
LPCR0024	3/17/2007 16:00:00	56.9	7.74
LPCR0024	2/26/2008 11:15:00	30.9	7.74
LPCR0024	2/26/2008 11:15:00	32.3	7.74
LPCR0024	2/26/2008 11:15:00	33.5	7.74
LPCR0024	6/30/1995 15:30:00	80.5	7.75
LPCR0024	11/14/1995 13:30:00	84.8	7.75
LPCR0024	4/5/1996 9:00:00	94.6	7.75
LPCR0024	4/21/1996 12:05:00	78.2	7.75
LPCR0024	9/30/1996 15:30:00	103.3	7.75
LPCR0024	2/13/1997 10:05:00	85.2	7.75
LPCR0024	6/3/1997 11:30:00	71.6	7.75
LPCR0024	12/14/1997 12:00:00	90.4	7.75
LPCR0024	9/17/1998 11:30:00	90.1	7.75
LPCR0024	9/17/1998 11:30:00	92.6	7.75
LPCR0024	11/25/1998 10:30:00	109	7.75
LPCR0024	12/19/1998 12:30:00	112.9	7.75
LPCR0024	1/27/1999 10:15:00	114.4	7.75
LPCR0024	4/27/1999 11:00:00	89.7	7.75
LPCR0024	7/14/1999 14:00:00	105.7	7.75
LPCR0024	12/6/1999 11:10:00	120.3	7.75
LPCR0024	2/25/2000 9:00:00	123.5	7.75
LPCR0024	4/17/2001 11:00:00	89.8	7.75
LPCR0024	7/24/2001 12:37:00	99.2	7.75
LPCR0024	7/26/2001 14:40:00	100	7.75
LPCR0024	8/22/2001 15:00:00	145.8	7.75
LPCR0024	10/16/2001 9:50:00	112.2	7.75
LPCR0024	11/29/2001 17:00:00	124.4	7.75
LPCR0024	12/17/2001 11:45:00	125.7	7.75
LPCR0024	1/16/2002 12:15:00	131.3	7.75
LPCR0024	8/22/2002 8:45:00	73.5	7.75
LPCR0024	9/18/2002 11:00:00	89.6	7.75
LPCR0024	10/16/2002 10:45:00	95	7.75
LPCR0024	11/13/2002 11:00:00	97.7	7.75
LPCR0024	3/6/2003 10:30:00	51.2	7.75
LPCR0024	3/6/2003 10:30:00	56.6	7.75
LPCR0024	3/6/2003 10:30:00	59.4	7.75
LPCR0024	3/11/2004 15:50:00	102.7	7.75
LPCR0024	10/30/2004 12:00:00	56.5	7.75
LPCR0024	1/13/2005 10:00:00	43.5	7.75
LPCR0024	6/30/2006 11:10:00	71.6	7.75
LPCR0024	8/4/2006 10:00:00	71.7	7.75
LPCR0024	9/21/2006 14:00:00	60.3	7.75
LPCR0024	9/21/2006 14:00:00	74.9	7.75
LPCR0024	9/21/2006 14:00:00	75.4	7.75
LPCR0024	9/21/2006 14:00:00	77.4	7.75
LPCR0024	9/21/2006 14:00:00	78.7	7.75
LPCR0024	9/21/2006 14:00:00	86.9	7.75
LPCR0024	2/26/2008 11:15:00	29.5	7.75
LPCR0024	6/12/1995 16:30:00	73.1	7.76
LPCR0024	2/28/1996 14:00:00	82.9	7.76
LPCR0024	4/5/1996 9:00:00	91.8	7.76
LPCR0024	9/24/1996 13:30:00	103.5	7.76
LPCR0024	10/17/1996 9:00:00	87.4	7.76
LPCR0024	12/3/1996 10:00:00	103.7	7.76
LPCR0024	12/3/1996 10:00:00	107.6	7.76
LPCR0024	1/22/1997 12:00:00	87	7.76
LPCR0024	1/22/1997 12:00:00	92.2	7.76
LPCR0024	1/22/1997 12:00:00	94.8	7.76
LPCR0024	1/22/1997 12:00:00	102.5	7.76
LPCR0024	2/20/1997 13:00:00	81.4	7.76
LPCR0024	3/19/1997 16:00:00	78.9	7.76
LPCR0024	5/9/1998 11:30:00	68.3	7.76
LPCR0024	9/17/1998 11:30:00	89.3	7.76
LPCR0024	9/17/1998 11:30:00	94.4	7.76
LPCR0024	10/28/1998 10:30:00	107.9	7.76
LPCR0024	11/25/1998 10:30:00	106.4	7.76
LPCR0024	12/19/1998 12:30:00	110.2	7.76
LPCR0024	1/27/1999 10:15:00	102.8	7.76
LPCR0024	11/19/1999 10:15:00	115.3	7.76
LPCR0024	1/19/2000 10:30:00	123.6	7.76
LPCR0024	2/25/2000 9:00:00	116.7	7.76
LPCR0024	2/25/2000 9:00:00	120.2	7.76
LPCR0024	3/31/2000 11:30:00	107.4	7.76
LPCR0024	5/8/2001 10:45:00	93.9	7.76
LPCR0024	11/13/2001 12:00:00	115.4	7.76
LPCR0024	12/17/2001 11:45:00	121.8	7.76
LPCR0024	1/16/2002 12:15:00	127.4	7.76
LPCR0024	1/16/2002 12:15:00	142.6	7.76
LPCR0024	1/16/2002 12:15:00	143.8	7.76
LPCR0024	8/5/2002 11:30:00	75.4	7.76
LPCR0024	9/18/2002 11:00:00	93.5	7.76
LPCR0024	10/16/2002 10:45:00	90.9	7.76
LPCR0024	12/7/2002 10:30:00	93.7	7.76
LPCR0024	12/7/2002 10:30:00	97.7	7.76
LPCR0024	1/17/2003 10:00:00	97.6	7.76
LPCR0024	1/17/2003 10:00:00	101.6	7.76
LPCR0024	2/4/2003 11:15:00	101.4	7.76
LPCR0024	3/6/2003 10:30:00	47.1	7.76
LPCR0024	3/6/2003 10:30:00	48.4	7.76
LPCR0024	3/6/2003 10:30:00	53.9	7.76
LPCR0024	4/1/2003 11:00:00	58	7.76
LPCR0024	6/4/2004 13:30:00	66.4	7.76
LPCR0024	7/1/2004 10:30:00	60.9	7.76
LPCR0024	8/26/2004 11:00:00	55.2	7.76
LPCR0024	11/4/2004 11:30:00	57.4	7.76
LPCR0024	11/19/2004 13:00:00	56.1	7.76
LPCR0024	4/5/2005 15:00:00	23.4	7.76
LPCR0024	8/10/2005 14:40:00	63.1	7.76
LPCR0024	9/8/2005 13:30:00	65.5	7.76
LPCR0024	12/9/2005 11:35:00	67.9	7.76
LPCR0024	2/1/2006 11:00:00	57.5	7.76
LPCR0024	4/13/2006 11:15:00	51.9	7.76
LPCR0024	5/10/2006 11:00:00	61.9	7.76
LPCR0024	8/4/2006 10:00:00	66.3	7.76
LPCR0024	8/4/2006 10:00:00	69	7.76
LPCR0024	9/21/2006 14:00:00	59	7.76
LPCR0024	9/21/2006 14:00:00	89.4	7.76
LPCR0024	5/2/2008 10:00:00	33.4	7.76
LPCR0024	4/2/1996 10:20:00	86.3	7.77
LPCR0024	2/13/1997 10:05:00	83.6	7.77
LPCR0024	11/25/1998 10:30:00	103.8	7.77
LPCR0024	12/10/1998 11:30:00	111.6	7.77
LPCR0024	12/19/1998 12:30:00	107.6	7.77
LPCR0024	1/27/1999 10:15:00	106.7	7.77
LPCR0024	1/27/1999 10:15:00	110.5	7.77
LPCR0024	2/25/1999 11:00:00	111.7	7.77
LPCR0024	3/29/1999 13:00:00	136.8	7.77
LPCR0024	3/29/1999 13:00:00	148.9	7.77
LPCR0024	4/27/1999 11:00:00	87	7.77
LPCR0024	9/15/1999 10:30:00	115.5	7.77
LPCR0024	10/15/1999 14:20:00	112.8	7.77
LPCR0024	12/6/1999 11:10:00	116.3	7.77
LPCR0024	2/25/2000 9:00:00	112.9	7.77
LPCR0024	3/31/2000 11:30:00	92	7.77
LPCR0024	9/11/2001 11:00:00	107.7	7.77
LPCR0024	10/16/2001 9:50:00	108.4	7.77
LPCR0024	11/13/2001 12:00:00	111.5	7.77
LPCR0024	11/29/2001 17:00:00	120.5	7.77
LPCR0024	1/16/2002 12:15:00	123.6	7.77
LPCR0024	4/1/2002 11:00:00	136.9	7.77
LPCR0024	4/1/2002 11:00:00	139.4	7.77
LPCR0024	4/1/2002 11:00:00	140.7	7.77
LPCR0024	4/1/2002 11:00:00	141.8	7.77
LPCR0024	4/1/2002 11:00:00	142.4	7.77
LPCR0024	4/30/2002 11:45:00	87	7.77
LPCR0024	7/11/2002 10:00:00	77.5	7.77
LPCR0024	8/22/2002 8:45:00	70.1	7.77
LPCR0024	11/13/2002 11:00:00	93.8	7.77
LPCR0024	1/17/2003 10:00:00	65.8	7.77
LPCR0024	3/11/2003 14:00:00	63.3	7.77
LPCR0024	4/1/2003 11:00:00	55.2	7.77
LPCR0024	6/4/2004 13:30:00	65.2	7.77
LPCR0024	1/13/2005 10:00:00	42.1	7.77
LPCR0024	9/13/2005 15:15:00	60.7	7.77
LPCR0024	10/12/2005 8:40:00	68.3	7.77
LPCR0024	10/12/2005 8:40:00	69.3	7.77
LPCR0024	6/3/2006 8:30:00	67.7	7.77
LPCR0024	9/21/2006 14:00:00	66.4	7.77
LPCR0024	9/21/2006 14:00:00	68	7.77
LPCR0024	9/21/2006 14:00:00	69.5	7.77
LPCR0024	9/21/2006 14:00:00	71	7.77
LPCR0024	9/21/2006 14:00:00	72.2	7.77
LPCR0024	9/21/2006 14:00:00	73.5	7.77
LPCR0024	9/21/2006 14:00:00	88.2	7.77
LPCR0024	7/19/2007 15:15:00	48.1	7.77
LPCR0024	3/11/2008 15:30:00	33.5	7.77
LPCR0024	10/17/1996 9:00:00	99.3	7.78
LPCR0024	11/7/1996 15:00:00	102.5	7.78
LPCR0024	1/22/1997 12:00:00	97.5	7.78
LPCR0024	1/22/1997 12:00:00	100	7.78
LPCR0024	3/19/1997 16:00:00	76.3	7.78
LPCR0024	8/16/1998 17:25:00	80.9	7.78
LPCR0024	9/17/1998 11:30:00	113	7.78
LPCR0024	11/25/1998 10:30:00	101.6	7.78
LPCR0024	12/10/1998 11:30:00	109.1	7.78
LPCR0024	12/19/1998 12:30:00	105.1	7.78
LPCR0024	1/27/1999 10:15:00	87.2	7.78
LPCR0024	3/29/1999 13:00:00	129.3	7.78
LPCR0024	3/29/1999 13:00:00	133	7.78
LPCR0024	3/29/1999 13:00:00	140.5	7.78
LPCR0024	3/29/1999 13:00:00	144.2	7.78
LPCR0024	3/29/1999 13:00:00	147.6	7.78
LPCR0024	3/29/1999 13:00:00	150.7	7.78
LPCR0024	6/7/1999 14:20:00	100.4	7.78
LPCR0024	6/24/1999 11:00:00	102.4	7.78
LPCR0024	7/14/1999 14:00:00	95.5	7.78
LPCR0024	7/14/1999 14:00:00	97.9	7.78
LPCR0024	7/14/1999 14:00:00	101.8	7.78
LPCR0024	2/25/2000 9:00:00	109	7.78
LPCR0024	6/2/2001 10:25:00	93.4	7.78
LPCR0024	7/24/2001 12:37:00	97.7	7.78
LPCR0024	11/29/2001 17:00:00	112.8	7.78
LPCR0024	12/17/2001 11:45:00	117.9	7.78
LPCR0024	1/16/2002 12:15:00	119.7	7.78
LPCR0024	3/1/2002 12:15:00	73.7	7.78
LPCR0024	4/1/2002 11:00:00	134.3	7.78
LPCR0024	8/5/2002 11:30:00	71.5	7.78
LPCR0024	2/4/2003 11:15:00	97.8	7.78
LPCR0024	3/6/2003 10:30:00	67.4	7.78
LPCR0024	3/11/2003 14:00:00	47	7.78
LPCR0024	11/24/2004 13:00:00	57.7	7.78
LPCR0024	2/1/2006 11:00:00	56.1	7.78
